	Rope coordinates on image plane 
	x	y 
-0.247619	0.146667
-0.266667	0.148571
-0.264762	0.148571
-0.262857	0.148571
-0.260952	0.148571
-0.259048	0.148571
-0.257143	0.148571
-0.255238	0.148571
-0.253333	0.148571
-0.251429	0.148571
-0.266667	0.150476
-0.264762	0.150476
-0.262857	0.150476
-0.260952	0.150476
-0.259048	0.150476
-0.257143	0.150476
-0.255238	0.150476
-0.253333	0.150476
-0.268571	0.152381
-0.266667	0.152381
-0.264762	0.152381
-0.262857	0.152381
-0.260952	0.152381
-0.259048	0.152381
-0.257143	0.152381
-0.255238	0.152381
-0.253333	0.152381
-0.268571	0.154286
-0.266667	0.154286
-0.264762	0.154286
-0.262857	0.154286
-0.260952	0.154286
-0.259048	0.154286
-0.257143	0.154286
-0.255238	0.154286
-0.268571	0.15619
-0.266667	0.15619
-0.264762	0.15619
-0.262857	0.15619
-0.260952	0.15619
-0.259048	0.15619
-0.257143	0.15619
-0.255238	0.15619
-0.266667	0.158095
-0.264762	0.158095
-0.262857	0.158095
-0.260952	0.158095
-0.259048	0.158095
-0.257143	0.158095
-0.255238	0.158095
-0.266667	0.16
-0.264762	0.16
-0.262857	0.16
-0.260952	0.16
-0.259048	0.16
-0.257143	0.16
-0.270476	0.161905
-0.268571	0.161905
-0.266667	0.161905
-0.264762	0.161905
-0.262857	0.161905
-0.260952	0.161905
-0.272381	0.16381
-0.270476	0.16381
-0.268571	0.16381
-0.266667	0.16381
-0.264762	0.16381
-0.262857	0.16381
-0.260952	0.16381
-0.259048	0.16381
-0.272381	0.165714
-0.270476	0.165714
-0.268571	0.165714
-0.266667	0.165714
-0.264762	0.165714
-0.262857	0.165714
-0.260952	0.165714
-0.259048	0.165714
-0.272381	0.167619
-0.270476	0.167619
-0.268571	0.167619
-0.266667	0.167619
-0.264762	0.167619
-0.262857	0.167619
-0.260952	0.167619
-0.259048	0.167619
-0.274286	0.169524
-0.272381	0.169524
-0.270476	0.169524
-0.268571	0.169524
-0.266667	0.169524
-0.264762	0.169524
-0.262857	0.169524
-0.260952	0.169524
-0.274286	0.171429
-0.272381	0.171429
-0.270476	0.171429
-0.268571	0.171429
-0.266667	0.171429
-0.264762	0.171429
-0.262857	0.171429
-0.260952	0.171429
-0.274286	0.173333
-0.272381	0.173333
-0.270476	0.173333
-0.268571	0.173333
-0.266667	0.173333
-0.264762	0.173333
-0.262857	0.173333
-0.272381	0.175238
-0.270476	0.175238
-0.268571	0.175238
-0.266667	0.175238
-0.264762	0.175238
-0.274286	0.177143
-0.272381	0.177143
-0.270476	0.177143
-0.268571	0.177143
-0.266667	0.177143
-0.27619	0.179048
-0.274286	0.179048
-0.272381	0.179048
-0.270476	0.179048
-0.268571	0.179048
-0.266667	0.179048
-0.264762	0.179048
-0.27619	0.180952
-0.274286	0.180952
-0.272381	0.180952
-0.270476	0.180952
-0.268571	0.180952
-0.266667	0.180952
-0.264762	0.180952
-0.27619	0.182857
-0.274286	0.182857
-0.272381	0.182857
-0.270476	0.182857
-0.268571	0.182857
-0.266667	0.182857
-0.264762	0.182857
-0.27619	0.180952
-0.274286	0.180952
-0.272381	0.180952
-0.270476	0.180952
-0.268571	0.180952
-0.266667	0.180952
-0.264762	0.180952
-0.27619	0.182857
-0.274286	0.182857
-0.272381	0.182857
-0.270476	0.182857
-0.268571	0.182857
-0.266667	0.182857
-0.264762	0.182857
-0.274286	0.184762
-0.272381	0.184762
-0.270476	0.184762
-0.268571	0.184762
-0.266667	0.184762
-0.270476	0.186667
-0.281905	0.190476
-0.285714	0.192381
-0.28381	0.192381
-0.281905	0.192381
-0.28	0.192381
-0.278095	0.192381
-0.287619	0.194286
-0.285714	0.194286
-0.28381	0.194286
-0.281905	0.194286
-0.28	0.194286
-0.278095	0.194286
-0.27619	0.194286
-0.287619	0.19619
-0.285714	0.19619
-0.28381	0.19619
-0.281905	0.19619
-0.28	0.19619
-0.278095	0.19619
-0.27619	0.19619
-0.287619	0.198095
-0.285714	0.198095
-0.28381	0.198095
-0.281905	0.198095
-0.28	0.198095
-0.278095	0.198095
-0.27619	0.198095
-0.289524	0.2
-0.287619	0.2
-0.285714	0.2
-0.28381	0.2
-0.281905	0.2
-0.28	0.2
-0.278095	0.2
-0.291429	0.201905
-0.289524	0.201905
-0.287619	0.201905
-0.285714	0.201905
-0.28381	0.201905
-0.281905	0.201905
-0.28	0.201905
-0.291429	0.20381
-0.289524	0.20381
-0.287619	0.20381
-0.285714	0.20381
-0.28381	0.20381
-0.281905	0.20381
-0.28	0.20381
-0.293333	0.205714
-0.291429	0.205714
-0.289524	0.205714
-0.287619	0.205714
-0.285714	0.205714
-0.28381	0.205714
-0.281905	0.205714
-0.28	0.205714
-0.295238	0.207619
-0.293333	0.207619
-0.291429	0.207619
-0.289524	0.207619
-0.287619	0.207619
-0.285714	0.207619
-0.28381	0.207619
-0.281905	0.207619
-0.295238	0.209524
-0.293333	0.209524
-0.291429	0.209524
-0.289524	0.209524
-0.287619	0.209524
-0.285714	0.209524
-0.28381	0.209524
-0.295238	0.211429
-0.293333	0.211429
-0.291429	0.211429
-0.289524	0.211429
-0.287619	0.211429
-0.285714	0.211429
-0.28381	0.211429
-0.297143	0.213333
-0.293333	0.213333
-0.291429	0.213333
-0.289524	0.213333
-0.287619	0.213333
-0.285714	0.213333
-0.300952	0.215238
-0.299048	0.215238
-0.297143	0.215238
-0.295238	0.215238
-0.293333	0.215238
-0.289524	0.215238
-0.300952	0.217143
-0.299048	0.217143
-0.297143	0.217143
-0.295238	0.217143
-0.293333	0.217143
-0.291429	0.217143
-0.300952	0.219048
-0.299048	0.219048
-0.297143	0.219048
-0.295238	0.219048
-0.293333	0.219048
-0.291429	0.219048
-0.300952	0.220952
-0.299048	0.220952
-0.297143	0.220952
-0.295238	0.220952
-0.293333	0.220952
-0.291429	0.220952
-0.300952	0.222857
-0.299048	0.222857
-0.297143	0.222857
-0.295238	0.222857
-0.293333	0.222857
-0.300952	0.224762
-0.299048	0.224762
-0.297143	0.224762
-0.295238	0.224762
-0.300952	0.226667
-0.299048	0.226667
-0.297143	0.226667
-0.295238	0.226667
-0.300952	0.228571
-0.299048	0.228571
-0.297143	0.228571
-0.300952	0.230476
-0.299048	0.230476
-0.300952	0.232381
-0.310476	0.224762
-0.308571	0.224762
-0.306667	0.224762
-0.304762	0.224762
-0.302857	0.224762
-0.300952	0.224762
-0.299048	0.224762
-0.297143	0.224762
-0.295238	0.224762
-0.312381	0.226667
-0.310476	0.226667
-0.308571	0.226667
-0.306667	0.226667
-0.304762	0.226667
-0.302857	0.226667
-0.300952	0.226667
-0.299048	0.226667
-0.297143	0.226667
-0.295238	0.226667
-0.314286	0.228571
-0.312381	0.228571
-0.310476	0.228571
-0.308571	0.228571
-0.306667	0.228571
-0.304762	0.228571
-0.302857	0.228571
-0.300952	0.228571
-0.299048	0.228571
-0.297143	0.228571
-0.32	0.230476
-0.31619	0.230476
-0.314286	0.230476
-0.312381	0.230476
-0.310476	0.230476
-0.308571	0.230476
-0.306667	0.230476
-0.304762	0.230476
-0.302857	0.230476
-0.300952	0.230476
-0.299048	0.230476
-0.32381	0.232381
-0.321905	0.232381
-0.32	0.232381
-0.318095	0.232381
-0.31619	0.232381
-0.314286	0.232381
-0.312381	0.232381
-0.310476	0.232381
-0.308571	0.232381
-0.306667	0.232381
-0.304762	0.232381
-0.302857	0.232381
-0.300952	0.232381
-0.325714	0.234286
-0.32381	0.234286
-0.321905	0.234286
-0.32	0.234286
-0.318095	0.234286
-0.31619	0.234286
-0.314286	0.234286
-0.312381	0.234286
-0.310476	0.234286
-0.308571	0.234286
-0.306667	0.234286
-0.304762	0.234286
-0.325714	0.23619
-0.32381	0.23619
-0.321905	0.23619
-0.32	0.23619
-0.318095	0.23619
-0.31619	0.23619
-0.314286	0.23619
-0.312381	0.23619
-0.310476	0.23619
-0.308571	0.23619
-0.325714	0.238095
-0.32381	0.238095
-0.321905	0.238095
-0.32	0.238095
-0.318095	0.238095
-0.31619	0.238095
-0.314286	0.238095
-0.312381	0.238095
-0.310476	0.238095
-0.32381	0.24
-0.321905	0.24
-0.32	0.24
-0.318095	0.24
-0.31619	0.24
-0.314286	0.24
-0.312381	0.24
-0.32381	0.241905
-0.321905	0.241905
-0.32	0.241905
-0.318095	0.241905
-0.31619	0.241905
-0.314286	0.241905
-0.312381	0.241905
-0.321905	0.24381
-0.32	0.24381
-0.318095	0.24381
-0.31619	0.24381
-0.314286	0.24381
-0.318095	0.245714
